tokens,slots,intent
BOS what kind of airline is flight ua 281 from boston to denver EOS,O O O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS does flight ua 281 from boston to denver leave on tuesday EOS,O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name O,no_msg
BOS show me all the information about the flight from baltimore to dallas which is listed dl 1055 dl 405 EOS,O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-airline_code B-flight_number B-airline_code B-flight_number O,no_msg
BOS please show me the cost of flight ua 201 from boston to denver and flight ua 343 from boston to denver EOS,O O O O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS what type of aircraft is used on american airline flight 315 EOS,O O O O O O O O B-airline_name I-airline_name O B-flight_number O,no_msg
BOS what is the fare from boston to san francisco on united airlines flight 21 EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name O B-flight_number O,no_msg
BOS show me delta flight 486 EOS,O O O B-airline_name O B-flight_number O,no_msg
BOS on eastern flight 825 flying from atlanta to denver can you tell me what type of aircraft is used on a flight when it leaves at 555 EOS,O O B-airline_name O B-flight_number O O B-fromloc.city_name O B-toloc.city_name O O O O O O O O O O O O O O O O O B-depart_time.time O,no_msg
BOS show me flight us 1207 from indianapolis to charlotte on monday and flight us 1500 from charlotte to minneapolis on monday and flight twa 639 from minneapolis to indianapolis EOS,O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O O B-flight_number O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS show me the fare for delta flight 296 from atlanta to philadelphia EOS,O O O O O O B-airline_name O B-flight_number O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS on eastern flight 825 from atlanta to denver can you tell me what type of aircraft used before 12 noon EOS,O O B-airline_name O B-flight_number O B-fromloc.city_name O B-toloc.city_name O O O O O O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O,no_msg
BOS what's the fare for delta flight 217 from dallas to san francisco EOS,O O O O O B-airline_name O B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,no_msg
BOS how much does the american airlines flight 71 from dallas to san francisco cost EOS,O O O O O B-airline_name I-airline_name O B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O,no_msg
BOS what is the cost of flight dl 106 from philadelphia to boston EOS,O O O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS is the american flight 813 from boston to oakland a nonstop flight EOS,O O O B-airline_name O B-flight_number O B-fromloc.city_name O B-toloc.city_name O B-flight_stop O O,no_msg
BOS what is the fare from san francisco to dallas fort worth on delta flight 852 EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-airline_name O B-flight_number O,no_msg
BOS tell me about twa flight 539 EOS,O O O O B-airline_code O B-flight_number O,no_msg
BOS show me flight us 1500 on monday from charlotte to minneapolis please EOS,O O O O B-airline_code B-flight_number O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name O O,no_msg
BOS us 3724 baltimore to philadelphia what is the fare EOS,O B-airline_code B-flight_number B-fromloc.city_name O B-toloc.city_name O O O O O,no_msg
BOS what is the fare on continental 271 from dallas to san francisco EOS,O O O O O O B-airline_name B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,no_msg
BOS what is the cheapest round trip fare on continental 1291 round trip denver san francisco EOS,O O O O B-cost_relative B-round_trip I-round_trip O O B-airline_name B-flight_number B-round_trip I-round_trip B-fromloc.city_name B-fromloc.city_name I-fromloc.city_name O,no_msg
BOS i would like the fare on the us air 1039 from denver to pittsburgh on april twenty EOS,O O O O O O O O B-airline_name I-airline_name B-flight_number O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O,no_msg
BOS what is the round trip fare on continental 1291 from denver to san francisco and return EOS,O O O O B-round_trip I-round_trip O O B-airline_name B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-round_trip O,no_msg
BOS what kind of airplane is flight ua 270 from denver to philadelphia EOS,O O O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS american flight 4400 from cincinnati to houston EOS,O B-airline_name O B-flight_number O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS show me the fare for us flight 3357 from philadelphia to baltimore EOS,O O O O O O B-airline_code O B-flight_number O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS please show me airfare of flight us 345 from boston to pittsburgh EOS,O O O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS can you please tell me the type of aircraft used flying from atlanta to denver on eastern flight 825 leaving at 555 EOS,O O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name O B-flight_number O O B-depart_time.time O,no_msg
BOS us 771 pittsburgh to philadelphia what is the fare EOS,O B-airline_code B-flight_number B-fromloc.city_name O B-toloc.city_name O O O O O,no_msg
BOS eastern flight 825 from atlanta to denver leaving at 555 what type of aircraft is used on that flight EOS,O B-airline_name O B-flight_number O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.time O O O O O O O O O O,no_msg
BOS us 201 EOS,O B-airline_code B-flight_number O,no_msg
BOS what aircraft is co 1209 EOS,O O O O B-airline_code B-flight_number O,no_msg
BOS dl 296 denver to philadelphia what is the fare EOS,O B-airline_code B-flight_number B-fromloc.city_name O B-toloc.city_name O O O O O,no_msg
BOS show me the price of flight ea 212 from atlanta to washington EOS,O O O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS what are the fares from dallas to san francisco on flight dl 217 EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-airline_code B-flight_number O,no_msg
BOS us 3724 baltimore to philadelphia what is the round trip fare EOS,O B-airline_code B-flight_number B-fromloc.city_name O B-toloc.city_name O O O B-round_trip I-round_trip O O,no_msg
BOS what stops does dl 838 make from san francisco to atlanta EOS,O O B-flight_stop O B-airline_code B-flight_number O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,no_msg
BOS on may four atlanta to denver delta flight 257 EOS,O O B-depart_date.month_name B-depart_date.day_number B-fromloc.city_name O B-toloc.city_name B-airline_name O B-flight_number O,no_msg
BOS what is the round trip fare on continental 1291 from dallas to san francisco and return EOS,O O O O B-round_trip I-round_trip O O B-airline_name B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-round_trip O,no_msg
BOS where does flight ua 281 from boston to oakland stop EOS,O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name B-flight_stop O,no_msg
BOS show me northwest flight 608 from kansas city to st. paul EOS,O O O B-airline_name O B-flight_number O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,no_msg
BOS how much does dl 746 cost EOS,O O O O B-airline_code B-flight_number O O,no_msg
BOS can you tell me what aircraft is used for delta flight 1222 from kansas city to salt lake city EOS,O O O O O O O O O O B-airline_name O B-flight_number O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O,no_msg
BOS how much will it cost taking coach from orlando to indianapolis on december twenty ninth flying us air 311 EOS,O O O O O O O B-class_type O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-airline_name I-airline_name B-flight_number O,no_msg
BOS flight 417 from cincinnati to dallas EOS,O O B-flight_number O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS how much does flight ua 270 from denver to philadelphia cost EOS,O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O O,no_msg
BOS what does it cost to fly from boston to san francisco on united airlines flight 21 EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name O B-flight_number O,no_msg
BOS what types of aircraft does delta fly EOS,O O O O O O B-airline_name O O,no_msg
BOS what types of aircraft can i get a first class ticket from philadelphia to dallas EOS,O O O O O O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS leaving denver flying to san francisco before 10 am what type of aircraft is used EOS,O O B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O O O O O O O,no_msg
BOS what type of aircraft leaving philadelphia to dallas EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS show me the type of aircraft that canadian airlines uses EOS,O O O O O O O O B-airline_name I-airline_name O O,no_msg
BOS what planes does united use EOS,O O O O B-airline_name O O,no_msg
BOS list types of aircraft that connect boston and san francisco EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,no_msg
BOS well i'll try last time tell me the kind of aircraft united airlines flies from denver to san francisco before 10 o'clock in the morning EOS,O O O O O O O O O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O O B-depart_time.period_of_day O,no_msg
BOS what type of aircraft leaves from boston to washington dc at 9 am EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_time.time I-depart_time.time O,no_msg
BOS okay i would like to know the type of aircraft used on a flight from cleveland to dallas please EOS,O O O O O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O,no_msg
BOS what type of aircraft does eastern fly from atlanta to denver before 6 pm EOS,O O O O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O,no_msg
BOS what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco stopping in dallas EOS,O O O O O O O O O B-class_type I-class_type B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-stoploc.city_name O,no_msg
BOS show me the aircraft that canadian airlines uses EOS,O O O O O O B-airline_name I-airline_name O O,no_msg
BOS list types of aircraft that fly between boston and san francisco EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,no_msg
BOS what kind of plane flies from boston to pittsburgh after noon EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time O,no_msg
BOS what kind of airplane goes from boston to san francisco before noon EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time O,no_msg
BOS please tell me the type of aircraft used from atlanta to denver before 12 o'clock noon EOS,O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O,no_msg
BOS what kind of airplanes are used by delta airlines flying between washington and denver EOS,O O O O O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco with a dallas stopover EOS,O O O O O O O O O B-class_type I-class_type B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-fromloc.city_name O O,no_msg
BOS what type of aircraft is used on the flight from atlanta to philadelphia before 12 o'clock noon EOS,O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O,no_msg
BOS please inform me the type of aircraft used on a flight from atlanta to denver before 12 o'clock noon EOS,O O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O,no_msg
BOS what kinds of planes are used by american airlines EOS,O O O O O O O O B-airline_name I-airline_name O,no_msg
BOS what type of aircraft are used on flights from cleveland to dallas that leave before noon EOS,O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.time_relative B-depart_time.time O,no_msg
BOS i'm traveling from boston to atlanta and i'd like to go sometime after 5 pm but i want to know what kind of airplane it's on EOS,O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O O O O O O O O O O O O,no_msg
BOS i need to find a plane from boston to san francisco on friday EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O,no_msg
BOS display types of aircraft departing from cleveland to dallas before noon EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time O,no_msg
BOS what kind of aircraft does delta use before 8 am on august second from boston to denver EOS,O O O O O O B-airline_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS what kind of aircraft do you have flying from boston to san francisco on august twenty seventh EOS,O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O,no_msg
BOS what kind of aircraft is used on a flight from cleveland to dallas EOS,O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS determine the type of aircraft used on a flight from cleveland to dallas that leaves before noon EOS,O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.time_relative B-depart_time.period_of_day O,no_msg
BOS list types of planes that fly between pittsburgh and baltimore EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS i want to go and take a plane in atlanta and fly to boston EOS,O O O O O O O O O O B-fromloc.city_name O O O B-toloc.city_name O,no_msg
BOS what kind of airplane goes from philadelphia to san francisco monday stopping in dallas in the afternoon first class flight EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name O O B-stoploc.city_name O O B-depart_time.period_of_day B-class_type I-class_type O O,no_msg
BOS what type of aircraft flies from pittsburgh to baltimore EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS what type of aircraft is used for the american flight leaving at 419 pm EOS,O O O O O O O O O B-airline_name O O O B-depart_time.time I-depart_time.time O,no_msg
BOS what type of aircraft leaving after 2 pm from boston to oakland EOS,O O O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS is there a plane from boston to washington EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS show me all the types of aircraft EOS,O O O O O O O O O,no_msg
BOS all right would you let me know type of aircraft united airlines is using on the flights from denver to san francisco i would like to know the type of aircraft that they use on these flights before 10 in the morning EOS,O O O O O O O O O O O B-airline_name I-airline_name O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O O O O O O O O O O O B-depart_time.time_relative B-depart_time.time O O B-depart_time.period_of_day O,no_msg
BOS i'd like to know what type of plane flies from boston to dallas fort worth after 530 EOS,O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time O,no_msg
BOS kindly give me the type of aircraft used to fly from atlanta to denver EOS,O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS i need a plane that arrives in san francisco by 9 o'clock pm on friday and leaves from baltimore EOS,O O O O O O O O B-toloc.city_name I-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O B-arrive_date.day_name O O O B-fromloc.city_name O,no_msg
BOS i would like to know what type of aircraft will be used on the morning of july seventh from atlanta to boston EOS,O O O O O O O O O O O O O O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS what type of aircraft is used on the first flight from philadelphia to dallas in the morning EOS,O O O O O O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day O,no_msg
BOS what type of aircraft leaves from boston to washington dc before 9 am EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code B-depart_time.time_relative B-depart_time.time I-depart_time.time O,no_msg
BOS what kind of plane is used on the earliest flight from boston to san francisco afternoon EOS,O O O O O O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_time.period_of_day O,no_msg
BOS what type of aircraft is used flying from atlanta to denver before 12 noon EOS,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O,no_msg
BOS list aircraft types that fly between boston and san francisco EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,no_msg
BOS what kind of aircraft will i be flying on if i take a first class american airlines flight from philadelphia to dallas EOS,O O O O O O O O O O O O O O B-class_type I-class_type B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS tell me about ground transportation between orlando international and orlando EOS,O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name O,no_msg
BOS what is the ground transportation from philadelphia airport to the city proper EOS,O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O O O O,no_msg
BOS list all the flights that fly into general mitchell international EOS,O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O,no_msg
BOS show me the airlines for flights to or from love field EOS,O O O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O,no_msg
BOS tell me about ground transportation between the dallas fort worth airport and downtown dallas EOS,O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name O,no_msg
BOS how can i go from the san francisco airport to downtown san francisco EOS,O O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name I-toloc.city_name O,no_msg
BOS show me the flights from love field to other airports EOS,O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O O O,no_msg
BOS is there ground transportation from the atlanta airport to downtown atlanta EOS,O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name O,no_msg
BOS list flights from la guardia to burbank EOS,O O O O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name O,no_msg
BOS list the flights that arrive and depart from general mitchell international airport EOS,O O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O,no_msg
BOS is there ground transportation from the dallas airport to downtown dallas EOS,O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name O,no_msg
BOS is there transportation from the atlanta airport to downtown atlanta EOS,O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name O,no_msg
BOS show me the flights from love field to all other airports EOS,O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O O O O,no_msg
BOS show me the flights out of love field EOS,O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O,no_msg
BOS how do i get downtown from the toronto airport EOS,O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O,no_msg
BOS could you tell me if there is ground transportation between the boston airport and boston downtown EOS,O O O O O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name O O,no_msg
BOS what ground transportation is available from the pittsburgh airport to the town EOS,O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O O O,no_msg
BOS do you have the fare for traveling from oakland airport to oakland downtown EOS,O O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name O O,no_msg
BOS what are the flights from la guardia to san jose on united EOS,O O O O O O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name I-toloc.city_name O B-airline_name O,no_msg
BOS what flights leave la guardia for san jose and arrive 10 pm EOS,O O O O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name I-toloc.city_name O O B-arrive_time.time I-arrive_time.time O,no_msg
BOS what flights takeoff and land at general mitchell international EOS,O O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O,no_msg
BOS and how much does it cost to travel from boston airport to downtown EOS,O O O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O O,no_msg
BOS how do i get from pittsburgh airport to downtown pittsburgh EOS,O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name O,no_msg
BOS show me the first class and coach flights from kennedy airport to miami EOS,O O O O B-class_type I-class_type O B-class_type O O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name O,no_msg
BOS show me the flights from love field to any other airport EOS,O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O O O O,no_msg
BOS is there ground transportation from the pittsburgh airport to downtown pittsburgh EOS,O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name O,no_msg
BOS how do you travel from san francisco airport to downtown san francisco EOS,O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name I-toloc.city_name O,no_msg
BOS i need a flight on united airlines from la guardia to san jose EOS,O O O O O O B-airline_name I-airline_name O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name I-toloc.city_name O,no_msg
BOS what ground transportation is available from the pittsburgh airport EOS,O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O,no_msg
BOS show me the flights from love field EOS,O O O O O O B-fromloc.airport_name I-fromloc.airport_name O,no_msg
BOS is there ground transportation from atlanta airport to downtown atlanta EOS,O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name O,no_msg
BOS please give me ground transportation information between dallas fort worth airport and downtown dallas EOS,O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name O,no_msg
BOS i need to get downtown from the denver airport EOS,O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O,no_msg
BOS list all the arriving flights at general mitchell international EOS,O O O O B-flight_mod O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O,no_msg
BOS list all flights departing from general mitchell EOS,O O O O O O B-fromloc.airport_name I-fromloc.airport_name O,no_msg
BOS what transportation is available from the dallas airport to downtown EOS,O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O O,no_msg
BOS is there ground transportation from san diego airport to the downtown area EOS,O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O O O O O,no_msg
BOS show me the flights leaving from love field EOS,O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O,no_msg
BOS list all the flights that depart from general mitchell international EOS,O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O,no_msg
BOS is there ground transportation in dallas from the dallas airport to downtown dallas EOS,O O O O O O B-city_name O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name O,no_msg
BOS how can i get from the denver airport to downtown EOS,O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O O,no_msg
BOS what is the ground transportation from boston airport to boston downtown EOS,O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name O O,no_msg
BOS list all flights arriving and departing at general mitchell international EOS,O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O,no_msg
BOS show me the last flight from love field EOS,O O O O B-flight_mod O O B-fromloc.airport_name I-fromloc.airport_name O,no_msg
BOS list all the flights that takeoff from general mitchell international EOS,O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O,no_msg
BOS show me the flights to and from love field EOS,O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O,no_msg
BOS can you tell me about ground transportation between the dallas airport and downtown dallas EOS,O O O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name O,no_msg
BOS i need a flight to atlanta this afternoon EOS,O O O O O O B-toloc.city_name B-depart_date.today_relative B-depart_time.period_of_day O,no_msg
BOS what are the costs of flights from dallas to boston tomorrow EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative O,no_msg
BOS give me the earliest flight on american airlines tomorrow from st. petersburg to milwaukee EOS,O O O O B-flight_mod O O B-airline_name I-airline_name B-depart_date.today_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,no_msg
BOS i need a flight from newark to los angeles leaving tomorrow evening EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.today_relative B-depart_time.period_of_day O,no_msg
BOS i need a flight from los angeles to charlotte today EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative O,no_msg
BOS show flights from burbank to milwaukee for today EOS,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.today_relative O,no_msg
BOS now please give me the latest flight tomorrow on twa from milwaukee to tacoma EOS,O O O O O O B-flight_mod O B-depart_date.today_relative O B-airline_code O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS show flights tomorrow evening from milwaukee to st. louis EOS,O O O B-depart_date.today_relative B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,no_msg
BOS i need a flight tomorrow from columbus to minneapolis EOS,O O O O O B-depart_date.today_relative O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS flight from dallas to boston tomorrow EOS,O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative O,no_msg
BOS what flights are available from boston to denver today EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative O,no_msg
BOS show me all the flights out of boston today EOS,O O O O O O O O B-fromloc.city_name B-depart_date.today_relative O,no_msg
BOS i'd like a flight tomorrow from san diego to toronto EOS,O O O O O B-depart_date.today_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,no_msg
BOS list flights tomorrow from san diego to phoenix EOS,O O O B-depart_date.today_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,no_msg
BOS i'd like a flight tomorrow from columbus to houston with a stopover in nashville EOS,O O O O O B-depart_date.today_relative O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name O,no_msg
BOS what are the flights from boston to baltimore leaving tomorrow EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.today_relative O,no_msg
BOS which airlines have first class flights today EOS,O O O O B-class_type I-class_type O B-depart_date.today_relative O,no_msg
BOS what flights are there tomorrow from tacoma to san jose EOS,O O O O O B-depart_date.today_relative O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,no_msg
BOS show me all flights for tomorrow from san francisco to pittsburgh EOS,O O O O O O B-depart_date.today_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,no_msg
BOS what do you have tomorrow morning from pittsburgh to atlanta EOS,O O O O O B-depart_date.today_relative B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS i want to fly from cleveland to san diego tomorrow and stop in indianapolis EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.today_relative O O O B-stoploc.city_name O,no_msg
BOS what's the cheapest flight tomorrow from milwaukee to denver EOS,O O O B-cost_relative O B-depart_date.today_relative O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS is there a flight tomorrow morning from columbus to nashville EOS,O O O O O B-depart_date.today_relative B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS i need a flight from charlotte to newark leaving today evening EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.today_relative B-depart_time.period_of_day O,no_msg
BOS please show me all the flights from indianapolis to san diego tomorrow EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.today_relative O,no_msg
